"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"IS.AIR.PSGR","Transporte aéreo, pasajeros transportados","Los pasajeros aéreos transportados incluyen tanto los pasajeros de las aeronaves domésticas como de las internacionales de las aerolíneas registradas en el país.","Organización de Aviación Civil Internacional (OACI), estadísticas mundiales de aviación civil y estimaciones de personal de la OACI.",
